event_name,Year,Season,City,Games
"Canoeing Men's Kayak Doubles, 1,000 metres",1968,Summer,Mexico City,1968 Summer
"Wrestling Men's Middleweight, Greco-Roman",1976,Summer,Montreal,1976 Summer
Athletics Men's Triple Jump,1936,Summer,Berlin,1936 Summer
Archery Women's Team,1988,Summer,Seoul,1988 Summer
Swimming Women's 100 metres Freestyle,1968,Summer,Mexico City,1968 Summer
Swimming Women's 200 metres Butterfly,1968,Summer,Mexico City,1968 Summer
Sailing Men's Two Person Dinghy,2004,Summer,Athina,2004 Summer
Cycling Men's Individual Time Trial,1996,Summer,Atlanta,1996 Summer
Cycling Men's Individual Time Trial,2000,Summer,Sydney,2000 Summer
Athletics Men's 20 kilometres Walk,1968,Summer,Mexico City,1968 Summer
Judo Women's Lightweight,2000,Summer,Sydney,2000 Summer
Water Polo Men's Water Polo,1908,Summer,London,1908 Summer
Swimming Men's 100 metres Freestyle,1908,Summer,London,1908 Summer
Swimming Men's 400 metres Freestyle,1908,Summer,London,1908 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1920,Summer,Antwerpen,1920 Summer
"Wrestling Men's Light-Heavyweight, Greco-Roman",1972,Summer,Munich,1972 Summer
"Wrestling Men's Light-Heavyweight, Freestyle",1972,Summer,Munich,1972 Summer
"Wrestling Men's Welterweight, Freestyle",1936,Summer,Berlin,1936 Summer
"Swimming Men's 1,500 metres Freestyle",1908,Summer,London,1908 Summer
"Swimming Men's 1,500 metres Freestyle",1912,Summer,Stockholm,1912 Summer
"Wrestling Men's Middleweight, Greco-Roman",1964,Summer,Tokyo,1964 Summer
"Athletics Men's Cross-Country, Individual",1924,Summer,Paris,1924 Summer
"Athletics Men's Cross-Country, Team",1924,Summer,Paris,1924 Summer
Weightlifting Men's Light-Heavyweight,2008,Summer,Beijing,2008 Summer
Boxing Women's Middleweight,2012,Summer,London,2012 Summer
"Wrestling Men's Super-Heavyweight, Freestyle",1976,Summer,Montreal,1976 Summer
"Wrestling Men's Super-Heavyweight, Freestyle",1980,Summer,Moskva,1980 Summer
Athletics Men's Pole Vault,1996,Summer,Atlanta,1996 Summer
"Equestrianism Mixed Three-Day Event, Individual",2000,Summer,Sydney,2000 Summer
Weightlifting Men's Featherweight,1972,Summer,Munich,1972 Summer
Weightlifting Men's Bantamweight,1976,Summer,Montreal,1976 Summer
"Wrestling Men's Super-Heavyweight, Greco-Roman",1984,Summer,Los Angeles,1984 Summer
"Canoeing Men's Kayak Singles, Slalom",2000,Summer,Sydney,2000 Summer
Judo Women's Heavyweight,2004,Summer,Athina,2004 Summer
Athletics Men's Decathlon,1980,Summer,Moskva,1980 Summer
Athletics Women's High Jump,1988,Summer,Seoul,1988 Summer
Athletics Women's High Jump,1992,Summer,Barcelona,1992 Summer
Swimming Women's 400 metres Individual Medley,2008,Summer,Beijing,2008 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1984,Summer,Los Angeles,1984 Summer
Boxing Men's Welterweight,2008,Summer,Beijing,2008 Summer
Diving Men's Springboard,1960,Summer,Roma,1960 Summer
Sailing Mixed Skiff,2008,Summer,Beijing,2008 Summer
Sailing Men's Skiff,2012,Summer,London,2012 Summer
Boxing Men's Middleweight,1952,Summer,Helsinki,1952 Summer
Athletics Men's High Jump,1908,Summer,London,1908 Summer
Athletics Men's Pentathlon,1912,Summer,Stockholm,1912 Summer
Athletics Men's 400 metres Hurdles,1920,Summer,Antwerpen,1920 Summer
Athletics Men's 400 metres Hurdles,1924,Summer,Paris,1924 Summer
Athletics Women's 100 metres Hurdles,1972,Summer,Munich,1972 Summer
Athletics Men's Pole Vault,2000,Summer,Sydney,2000 Summer
Boxing Men's Welterweight,1956,Summer,Melbourne,1956 Summer
Judo Women's Half-Heavyweight,1992,Summer,Barcelona,1992 Summer
Athletics Men's High Jump,1906,Summer,Athina,1906 Summer
Athletics Men's Triple Jump,1906,Summer,Athina,1906 Summer
Rowing Women's Double Sculls,1988,Summer,Seoul,1988 Summer
Boxing Men's Light-Heavyweight,1920,Summer,Antwerpen,1920 Summer
Rowing Men's Coxless Fours,1976,Summer,Montreal,1976 Summer
Boxing Men's Welterweight,1936,Summer,Berlin,1936 Summer
"Wrestling Men's Heavyweight, Greco-Roman",1980,Summer,Moskva,1980 Summer
"Wrestling Men's Heavyweight, Greco-Roman",1984,Summer,Los Angeles,1984 Summer
"Wrestling Men's Super-Heavyweight, Freestyle",1984,Summer,Los Angeles,1984 Summer
Swimming Women's 100 metres Backstroke,1968,Summer,Mexico City,1968 Summer
Swimming Women's 200 metres Backstroke,1968,Summer,Mexico City,1968 Summer
Boxing Men's Bantamweight,1924,Summer,Paris,1924 Summer
Gymnastics Men's Team All-Around,1920,Summer,Antwerpen,1920 Summer
Athletics Men's 110 metres Hurdles,1896,Summer,Athina,1896 Summer
"Swimming Men's 1,200 metres Freestyle",1896,Summer,Athina,1896 Summer
Shooting Women's Skeet,2012,Summer,London,2012 Summer
Sailing Mixed Three Person Keelboat,1956,Summer,Melbourne,1956 Summer
"Cycling Men's Road Race, Individual",1952,Summer,Helsinki,1952 Summer
"Cycling Men's Road Race, Team",1952,Summer,Helsinki,1952 Summer
Swimming Women's 100 metres Butterfly,1960,Summer,Roma,1960 Summer
Swimming Women's 4 x 100 metres Medley Relay,1960,Summer,Roma,1960 Summer
Judo Men's Heavyweight,2012,Summer,London,2012 Summer
Cycling Men's 1/4 mile,1904,Summer,St. Louis,1904 Summer
Cycling Men's 1/2 mile,1904,Summer,St. Louis,1904 Summer
Cycling Men's 5 mile,1904,Summer,St. Louis,1904 Summer
Cycling Men's 25 mile,1904,Summer,St. Louis,1904 Summer
"Athletics Women's 10,000 metres",2016,Summer,Rio de Janeiro,2016 Summer
"Art Competitions Mixed Architecture, Unknown Event",1932,Summer,Los Angeles,1932 Summer
"Cycling Men's Tandem Sprint, 2,000 metres",1908,Summer,London,1908 Summer
Athletics Men's Pole Vault,2008,Summer,Beijing,2008 Summer
Athletics Men's Decathlon,2004,Summer,Athina,2004 Summer
Swimming Women's 200 metres Breaststroke,2016,Summer,Rio de Janeiro,2016 Summer
"Cycling Women's Mountainbike, Cross-Country",2008,Summer,Beijing,2008 Summer
Swimming Women's 4 x 100 metres Freestyle Relay,2012,Summer,London,2012 Summer
Swimming Women's 4 x 100 metres Freestyle Relay,2016,Summer,Rio de Janeiro,2016 Summer
Swimming Women's 200 metres Individual Medley,2016,Summer,Rio de Janeiro,2016 Summer
Boxing Men's Bantamweight,1976,Summer,Montreal,1976 Summer
"Art Competitions Mixed Painting, Unknown Event",1936,Summer,Berlin,1936 Summer
Gymnastics Men's Rope Climbing,1896,Summer,Athina,1896 Summer
Judo Men's Half-Middleweight,1972,Summer,Munich,1972 Summer
Judo Men's Heavyweight,1972,Summer,Munich,1972 Summer
Gymnastics Men's Individual All-Around,1972,Summer,Munich,1972 Summer
Gymnastics Men's Team All-Around,1972,Summer,Munich,1972 Summer
Gymnastics Men's Floor Exercise,1972,Summer,Munich,1972 Summer
Gymnastics Men's Horse Vault,1972,Summer,Munich,1972 Summer
Gymnastics Men's Parallel Bars,1972,Summer,Munich,1972 Summer
Gymnastics Men's Horizontal Bar,1972,Summer,Munich,1972 Summer
Gymnastics Men's Rings,1972,Summer,Munich,1972 Summer
Gymnastics Men's Pommelled Horse,1972,Summer,Munich,1972 Summer
Gymnastics Men's Individual All-Around,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Team All-Around,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Floor Exercise,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Horse Vault,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Parallel Bars,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Horizontal Bar,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Rings,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Pommelled Horse,1976,Summer,Montreal,1976 Summer
Gymnastics Men's Individual All-Around,1980,Summer,Moskva,1980 Summer
Gymnastics Men's Team All-Around,1980,Summer,Moskva,1980 Summer
Gymnastics Men's Floor Exercise,1980,Summer,Moskva,1980 Summer
Gymnastics Men's Horse Vault,1980,Summer,Moskva,1980 Summer
Gymnastics Men's Parallel Bars,1980,Summer,Moskva,1980 Summer
Gymnastics Men's Horizontal Bar,1980,Summer,Moskva,1980 Summer
Gymnastics Men's Rings,1980,Summer,Moskva,1980 Summer
Gymnastics Men's Pommelled Horse,1980,Summer,Moskva,1980 Summer
Athletics Women's Discus Throw,1976,Summer,Montreal,1976 Summer
Athletics Women's 800 metres,2008,Summer,Beijing,2008 Summer
Rowing Women's Coxless Pairs,2000,Summer,Sydney,2000 Summer
"Shooting Men's Small-Bore Rifle, Standing, 50 metres",1920,Summer,Antwerpen,1920 Summer
"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",1920,Summer,Antwerpen,1920 Summer
"Cycling Men's 1,000 metres Time Trial",1952,Summer,Helsinki,1952 Summer
Rowing Men's Coxless Pairs,1992,Summer,Barcelona,1992 Summer
Rowing Men's Coxless Pairs,1996,Summer,Atlanta,1996 Summer
"Canoeing Men's Canadian Doubles, 500 metres",1988,Summer,Seoul,1988 Summer
"Canoeing Men's Canadian Doubles, 1,000 metres",1988,Summer,Seoul,1988 Summer
"Canoeing Men's Canadian Doubles, 500 metres",1996,Summer,Atlanta,1996 Summer
Badminton Women's Singles,2004,Summer,Athina,2004 Summer
"Wrestling Men's Heavyweight, Freestyle",2012,Summer,London,2012 Summer
"Wrestling Men's Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,2016 Summer
Rhythmic Gymnastics Women's Individual,2004,Summer,Athina,2004 Summer
Rhythmic Gymnastics Women's Individual,2008,Summer,Beijing,2008 Summer
Cycling Men's Individual Time Trial,2004,Summer,Athina,2004 Summer
Rowing Men's Quadruple Sculls,2012,Summer,London,2012 Summer
Athletics Men's 110 metres Hurdles,1920,Summer,Antwerpen,1920 Summer
Athletics Men's High Jump,1920,Summer,Antwerpen,1920 Summer
Athletics Men's Pentathlon,1920,Summer,Antwerpen,1920 Summer
Athletics Men's Decathlon,1920,Summer,Antwerpen,1920 Summer
Athletics Men's 50 kilometres Walk,2004,Summer,Athina,2004 Summer
"Swimming Men's 1,500 metres Freestyle",1956,Summer,Melbourne,1956 Summer
"Swimming Men's 1,500 metres Freestyle",1960,Summer,Roma,1960 Summer
"Fencing Men's Sabre, Individual",1968,Summer,Mexico City,1968 Summer
"Cycling Women's Road Race, Individual",2012,Summer,London,2012 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,2016,Summer,Rio de Janeiro,2016 Summer
Rowing Men's Quadruple Sculls,1980,Summer,Moskva,1980 Summer
Weightlifting Men's Featherweight,1924,Summer,Paris,1924 Summer
Weightlifting Men's Featherweight,1928,Summer,Amsterdam,1928 Summer
"Fencing Men's epee, Team",2008,Summer,Beijing,2008 Summer
Archery Men's Individual,1976,Summer,Montreal,1976 Summer
"Fencing Men's Foil, Individual",1906,Summer,Athina,1906 Summer
"Athletics Men's Discus Throw, Greek Style",1906,Summer,Athina,1906 Summer
Swimming Men's 4 x 100 metres Freestyle Relay,1984,Summer,Los Angeles,1984 Summer
Swimming Men's 4 x 100 metres Medley Relay,1984,Summer,Los Angeles,1984 Summer
"Fencing Women's Foil, Individual",2008,Summer,Beijing,2008 Summer
Judo Men's Middleweight,1992,Summer,Barcelona,1992 Summer
Swimming Women's 400 metres Freestyle,1972,Summer,Munich,1972 Summer
Swimming Women's 800 metres Freestyle,1972,Summer,Munich,1972 Summer
Swimming Women's 200 metres Individual Medley,1972,Summer,Munich,1972 Summer
Swimming Women's 400 metres Individual Medley,1972,Summer,Munich,1972 Summer
"Fencing Women's Foil, Individual",1984,Summer,Los Angeles,1984 Summer
"Fencing Women's Foil, Team",1984,Summer,Los Angeles,1984 Summer
Judo Women's Extra-Lightweight,2000,Summer,Sydney,2000 Summer
Cycling Men's Sprint,2000,Summer,Sydney,2000 Summer
Badminton Women's Singles,2000,Summer,Sydney,2000 Summer
"Shooting Men's Free Rifle, Three Positions, 300 metres",1908,Summer,London,1908 Summer
"Shooting Men's Free Rifle, 1,000 Yards",1908,Summer,London,1908 Summer
"Fencing Women's Foil, Individual",1964,Summer,Tokyo,1964 Summer
"Wrestling Men's Featherweight, Freestyle",1924,Summer,Paris,1924 Summer
Swimming Women's 200 metres Butterfly,2004,Summer,Athina,2004 Summer
"Wrestling Men's Middleweight, Freestyle",1920,Summer,Antwerpen,1920 Summer
Boxing Men's Light-Welterweight,1972,Summer,Munich,1972 Summer
Swimming Men's 200 metres Backstroke,2000,Summer,Sydney,2000 Summer
"Equestrianism Men's Three-Day Event, Individual",1936,Summer,Berlin,1936 Summer
"Equestrianism Men's Three-Day Event, Team",1936,Summer,Berlin,1936 Summer
"Wrestling Men's Light-Flyweight, Greco-Roman",1976,Summer,Montreal,1976 Summer
"Fencing Women's Foil, Individual",1996,Summer,Atlanta,1996 Summer
Athletics Women's Discus Throw,1996,Summer,Atlanta,1996 Summer
Athletics Women's Pentathlon,1972,Summer,Munich,1972 Summer
Sailing Mixed One Person Dinghy,1936,Summer,Berlin,1936 Summer
Athletics Men's Javelin Throw,1920,Summer,Antwerpen,1920 Summer
Gymnastics Men's Horizontal Bar,2008,Summer,Beijing,2008 Summer
"Equestrianism Mixed Three-Day Event, Individual",1964,Summer,Tokyo,1964 Summer
"Equestrianism Mixed Three-Day Event, Team",1964,Summer,Tokyo,1964 Summer
"Wrestling Men's Welterweight, Freestyle",1948,Summer,London,1948 Summer
Modern Pentathlon Men's Individual,1932,Summer,Los Angeles,1932 Summer
"Wrestling Men's Featherweight, Freestyle",1928,Summer,Amsterdam,1928 Summer
Handball Women's Handball,1976,Summer,Montreal,1976 Summer
Swimming Men's 400 metres Freestyle,1936,Summer,Berlin,1936 Summer
"Swimming Men's 1,500 metres Freestyle",1936,Summer,Berlin,1936 Summer
Rowing Men's Double Sculls,1948,Summer,London,1948 Summer
"Shooting Men's Running Target, 10 metres",2000,Summer,Sydney,2000 Summer
Tennis Women's Doubles,2004,Summer,Athina,2004 Summer
Tennis Women's Doubles,2008,Summer,Beijing,2008 Summer
Taekwondo Women's Welterweight,2012,Summer,London,2012 Summer
Water Polo Men's Water Polo,1900,Summer,Paris,1900 Summer
Swimming Men's 100 metres Butterfly,2016,Summer,Rio de Janeiro,2016 Summer
"Canoeing Men's Kayak Singles, 500 metres",1992,Summer,Barcelona,1992 Summer
"Canoeing Men's Kayak Singles, 1,000 metres",1992,Summer,Barcelona,1992 Summer
Athletics Men's 400 metres Hurdles,1964,Summer,Tokyo,1964 Summer
Triathlon Women's Olympic Distance,2000,Summer,Sydney,2000 Summer
Athletics Women's 100 metres Hurdles,1976,Summer,Montreal,1976 Summer
Athletics Women's 100 metres Hurdles,1980,Summer,Moskva,1980 Summer
Rowing Women's Coxed Fours,1988,Summer,Seoul,1988 Summer
Sailing Mixed Two Person Keelboat,1984,Summer,Los Angeles,1984 Summer
Sailing Mixed Two Person Keelboat,1988,Summer,Seoul,1988 Summer
"Equestrianism Men's Dressage, Individual",1924,Summer,Paris,1924 Summer
"Equestrianism Men's Three-Day Event, Individual",1928,Summer,Amsterdam,1928 Summer
"Equestrianism Men's Three-Day Event, Team",1928,Summer,Amsterdam,1928 Summer
Swimming Women's 200 metres Breaststroke,1972,Summer,Munich,1972 Summer
Swimming Women's 100 metres Breaststroke,1976,Summer,Montreal,1976 Summer
Swimming Women's 200 metres Breaststroke,1976,Summer,Montreal,1976 Summer
Sailing Mixed 8 metres,1908,Summer,London,1908 Summer
Athletics Men's Pole Vault,1964,Summer,Tokyo,1964 Summer
Boxing Men's Welterweight,1972,Summer,Munich,1972 Summer
Cycling Women's Team Pursuit,2016,Summer,Rio de Janeiro,2016 Summer
Hockey Women's Hockey,1992,Summer,Barcelona,1992 Summer
Boxing Men's Welterweight,1928,Summer,Amsterdam,1928 Summer
Athletics Men's High Jump,1984,Summer,Los Angeles,1984 Summer
Swimming Men's 100 metres Freestyle,1896,Summer,Athina,1896 Summer
Swimming Men's 400 metres Freestyle,1920,Summer,Antwerpen,1920 Summer
"Swimming Men's 1,500 metres Freestyle",1920,Summer,Antwerpen,1920 Summer
Swimming Men's 400 metres Freestyle,1924,Summer,Paris,1924 Summer
"Swimming Men's 1,500 metres Freestyle",1924,Summer,Paris,1924 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1924,Summer,Paris,1924 Summer
Athletics Women's High Jump,1980,Summer,Moskva,1980 Summer
Athletics Men's 100 metres,1932,Summer,Los Angeles,1932 Summer
Athletics Men's 4 x 100 metres Relay,1932,Summer,Los Angeles,1932 Summer
Judo Women's Heavyweight,1996,Summer,Atlanta,1996 Summer
Judo Women's Half-Heavyweight,2000,Summer,Sydney,2000 Summer
Rowing Men's Double Sculls,1920,Summer,Antwerpen,1920 Summer
Athletics Women's Long Jump,1964,Summer,Tokyo,1964 Summer
"Art Competitions Mixed Painting, Paintings",1936,Summer,Berlin,1936 Summer
"Fencing Men's epee, Team",2016,Summer,Rio de Janeiro,2016 Summer
Diving Women's Springboard,1964,Summer,Tokyo,1964 Summer
Diving Women's Springboard,1968,Summer,Mexico City,1968 Summer
"Canoeing Men's Kayak Singles, 1,000 metres",2016,Summer,Rio de Janeiro,2016 Summer
"Canoeing Men's Kayak Fours, 1,000 metres",2016,Summer,Rio de Janeiro,2016 Summer
"Canoeing Men's Kayak Doubles, 500 metres",1996,Summer,Atlanta,1996 Summer
"Wrestling Men's Featherweight, Freestyle",2016,Summer,Rio de Janeiro,2016 Summer
"Fencing Women's Foil, Individual",1968,Summer,Mexico City,1968 Summer
"Athletics Men's 3,000 metres Walk",1920,Summer,Antwerpen,1920 Summer
Athletics Men's 10 kilometres Walk,1920,Summer,Antwerpen,1920 Summer
"Fencing Men's Sabre, Team",1932,Summer,Los Angeles,1932 Summer
"Shooting Men's Rapid-Fire Pistol, 25 metres",1996,Summer,Atlanta,1996 Summer
Athletics Men's 800 metres,1912,Summer,Stockholm,1912 Summer
Athletics Women's Javelin Throw,1964,Summer,Tokyo,1964 Summer
Athletics Women's Javelin Throw,1968,Summer,Mexico City,1968 Summer
Weightlifting Men's Light-Heavyweight,1976,Summer,Montreal,1976 Summer
"Shooting Men's Free Rifle, Three Positions, 300 metres",1896,Summer,Athina,1896 Summer
"Art Competitions Mixed Sculpturing, Unknown Event",1932,Summer,Los Angeles,1932 Summer
Athletics Women's 4 x 100 metres Relay,1952,Summer,Helsinki,1952 Summer
Weightlifting Men's Middleweight,2008,Summer,Beijing,2008 Summer
Rowing Men's Coxed Pairs,1928,Summer,Amsterdam,1928 Summer
"Shooting Mixed Running Target, 50 metres",1972,Summer,Munich,1972 Summer
"Shooting Mixed Running Target, 50 metres",1976,Summer,Montreal,1976 Summer
Judo Men's Half-Middleweight,2008,Summer,Beijing,2008 Summer
Judo Men's Middleweight,2012,Summer,London,2012 Summer
Synchronized Swimming Women's Duet,1984,Summer,Los Angeles,1984 Summer
Athletics Women's Discus Throw,2012,Summer,London,2012 Summer
Athletics Men's Shot Put,1920,Summer,Antwerpen,1920 Summer
"Equestrianism Men's Jumping, Individual",1952,Summer,Helsinki,1952 Summer
"Equestrianism Men's Jumping, Team",1952,Summer,Helsinki,1952 Summer
"Shooting Women's Air Rifle, 10 metres",1996,Summer,Atlanta,1996 Summer
"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1996,Summer,Atlanta,1996 Summer
"Canoeing Men's Canadian Doubles, Slalom",2016,Summer,Rio de Janeiro,2016 Summer
Water Polo Women's Water Polo,2008,Summer,Beijing,2008 Summer
"Shooting Men's Free Rifle, Three Positions, 300 metres",1956,Summer,Melbourne,1956 Summer
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1956,Summer,Melbourne,1956 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1956,Summer,Melbourne,1956 Summer
"Fencing Men's epee, Individual",1920,Summer,Antwerpen,1920 Summer
Gymnastics Men's Individual All-Around,1928,Summer,Amsterdam,1928 Summer
Gymnastics Men's Team All-Around,1928,Summer,Amsterdam,1928 Summer
Gymnastics Men's Horse Vault,1928,Summer,Amsterdam,1928 Summer
Gymnastics Men's Parallel Bars,1928,Summer,Amsterdam,1928 Summer
Gymnastics Men's Horizontal Bar,1928,Summer,Amsterdam,1928 Summer
Gymnastics Men's Rings,1928,Summer,Amsterdam,1928 Summer
Gymnastics Men's Pommelled Horse,1928,Summer,Amsterdam,1928 Summer
Athletics Women's Discus Throw,2000,Summer,Sydney,2000 Summer
"Canoeing Women's Kayak Doubles, 500 metres",1964,Summer,Tokyo,1964 Summer
"Canoeing Women's Kayak Doubles, 500 metres",1968,Summer,Mexico City,1968 Summer
"Canoeing Women's Kayak Doubles, 500 metres",1972,Summer,Munich,1972 Summer
"Wrestling Men's Heavyweight, Freestyle",1948,Summer,London,1948 Summer
"Wrestling Men's Heavyweight, Freestyle",1952,Summer,Helsinki,1952 Summer
"Wrestling Men's Heavyweight, Greco-Roman",1956,Summer,Melbourne,1956 Summer
"Wrestling Men's Middleweight, Freestyle",1960,Summer,Roma,1960 Summer
